0      0
0.0225 0
0.045  0
0.0675 0
0.09   0
0      0.0225
0.0225 0.0225
0.045  0.0225
0.0675 0.0225
0.09   0.0225
0      0.045
0.0225 0.045
0.045  0.045
0.0675 0.045
0.09   0.045
0      0.0675
0.0225 0.0675
0.045  0.0675
0.0675 0.0675
0.09   0.0675
0      0.09
0.0225 0.09
0.045  0.09
0.0675 0.09
0.09   0.09
